username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,
msrbpl,2016-12-26 18:53,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13374701934416E+017,https://twitter.com/msrbpl/status/813374701934415872,,,
city24punjabi,2016-12-26 18:53,0,0,Press Conference regarding Arvind Kejriwal 's next visit in Punjab: http:// youtu.be/qB1cSQitfrs?a via @YouTube,,@YouTube,,8.13374689745793E+017,https://twitter.com/city24punjabi/status/813374689745793024,,,
human995522,2016-12-26 18:53,1,0,#Libtards or #Kejriwal syndrome ? https:// twitter.com/indiaspeakspr/ status/812653361539465217 …,,,#Libtards #Kejriwal,8.13374682049217E+017,https://twitter.com/human995522/status/813374682049216513,,,
GoviindSiingh,2016-12-26 18:53,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13374658590503E+017,https://twitter.com/GoviindSiingh/status/813374658590502912,,,
rais_chaudhary,2016-12-26 18:53,0,0,Kejriwal alleges BJPs role in corruption charges on AAPs Goa CM candidate http://www. indiasamvad.co.in/politics/kejri wal-says-bjp-victimising-aap-goa-cm-candidate-elvis-18977 …,,,,8.13374647198745E+017,https://twitter.com/rais_chaudhary/status/813374647198744576,,,
rais_chaudhary,2016-12-26 18:53,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13374644183044E+017,https://twitter.com/rais_chaudhary/status/813374644183044096,,,
SaamRao,2016-12-26 18:53,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.1337463032925E+017,https://twitter.com/SaamRao/status/813374630329249792,,,
AAPVed,2016-12-26 18:53,0,0,Kejriwal alleges BJPs role in corruption charges on AAPs Goa CM candidate http://www. indiasamvad.co.in/politics/kejri wal-says-bjp-victimising-aap-goa-cm-candidate-elvis-18977 …,,,,8.13374596363809E+017,https://twitter.com/AAPVed/status/813374596363808768,,,
AAPVed,2016-12-26 18:53,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13374593402602E+017,https://twitter.com/AAPVed/status/813374593402601472,,,
Va_shali,2016-12-26 18:53,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13374589598368E+017,https://twitter.com/Va_shali/status/813374589598367744,,,
impreetsbakshi,2016-12-26 18:52,1,0,Retweeted Oxomiya Jiyori ( @SouleFacts ): Arvind Kejriwal & AAP Inducted a Rapist who chopped off the limbs of a... http:// fb.me/510HUGNGV,,@SouleFacts,,8.13374524842504E+017,https://twitter.com/impreetsbakshi/status/813374524842504192,,,
NaseebAlam8,2016-12-26 18:52,0,0,https:// youtu.be/HkN2dG5gRq8 Addressing karamchari ayog by Kejriwal,,,,8.1337447493852E+017,https://twitter.com/NaseebAlam8/status/813374474938519552,,,
abdulkadir_IYC,2016-12-26 18:52,0,0,RT simran100kaur1: Kejriwal : - Whom I going to blame now? #AAPNotPunjab Delhi: - Waiting … pic.twitter.com/N8u7abnYie pic.twitter.com/kGHUY8wGVF,,,#AAPNotPunjab,8.13374407817171E+017,https://twitter.com/abdulkadir_IYC/status/813374407817170944,,,
AAPKA_RK,2016-12-26 18:52,24,16,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http:// ln.is/www.firstpost. com/po/TZaVn …,,,,8.13374378490687E+017,https://twitter.com/AAPKA_RK/status/813374378490687492,,,
delhi_govt,2016-12-26 18:52,0,0,AAPInNews: Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13374369095369E+017,https://twitter.com/delhi_govt/status/813374369095368704,,,
vinit1216,2016-12-26 18:52,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13374339110343E+017,https://twitter.com/vinit1216/status/813374339110342658,,,
AAPKA_RK,2016-12-26 18:52,10,14,AAP In News is out! Read it here:- http:// ln.is/paper.li/AAPIn News/azHCM … #kejriwal #mp,,,#kejriwal #mp,8.13374336371491E+017,https://twitter.com/AAPKA_RK/status/813374336371490818,,,
AAPforIndians,2016-12-26 18:51,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP … https:// twitter.com/AAPInNews/stat us/813374002081038336 …,,,,8.13374243601842E+017,https://twitter.com/AAPforIndians/status/813374243601842176,,,
AAPsWork,2016-12-26 18:51,0,0,(.)timesnow AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp … pic.twitter.com/fKs7iH2IoT pic.twitter.com/zH8HdW24Cz,,,#kejriwal #mp,8.13374221522977E+017,https://twitter.com/AAPsWork/status/813374221522976768,,,
IfWin1234,2016-12-26 18:51,0,0,Aapnews: Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13374188950082E+017,https://twitter.com/IfWin1234/status/813374188950081536,,,
Priyad_01,2016-12-26 18:51,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13374179202499E+017,https://twitter.com/Priyad_01/status/813374179202498560,,,
pawargovin,2016-12-26 18:50,0,0,AAPInNews: Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13374014622224E+017,https://twitter.com/pawargovin/status/813374014622224388,,,
pawargovin,2016-12-26 18:50,0,0,AAPInNews: AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13374007030509E+017,https://twitter.com/pawargovin/status/813374007030509569,,,
Girish_nand,2016-12-26 18:50,0,0,@kumar69781989 A fair challenge. But will u ask Kejriwal ji to join open debate if we do so? Or jst 1more bad faith Q? @justtneeraj,,@kumar69781989 @justtneeraj,,8.13373927523127E+017,https://twitter.com/Girish_nand/status/813373927523127298,,,
sahnipuneet,2016-12-26 18:50,0,1,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373839803552E+017,https://twitter.com/sahnipuneet/status/813373839803551744,,,
vik21_yadav,2016-12-26 18:49,0,0,"Sir, Anyone who opposes Wrong Doings by Arvind Kejriwal ji, will be Congress/BJP agent...Is this true na? #NoListNoDonation https:// twitter.com/Afzza_00/statu s/813372843748511744 …",,,#NoListNoDonation,8.1337379704671E+017,https://twitter.com/vik21_yadav/status/813373797046710272,,,
p_k64,2016-12-26 18:49,0,0,"@IndianExpress @ArvindKejriwal Lalu Yadav & Arvind Kejriwal have many similarities both are ill-mannered, foul-mouthed & corrupt.",,@IndianExpress @ArvindKejriwal,,8.13373712216965E+017,https://twitter.com/p_k64/status/813373712216965125,,,
priyankaaap23,2016-12-26 18:49,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373698895966E+017,https://twitter.com/priyankaaap23/status/813373698895966208,,,
UnRealMohit,2016-12-26 18:49,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373687239999E+017,https://twitter.com/UnRealMohit/status/813373687239999488,,,
ManjoteSingh,2016-12-26 18:49,1,3,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373664490095E+017,https://twitter.com/ManjoteSingh/status/813373664490094592,,,
LeeleshS,2016-12-26 18:49,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373645062099E+017,https://twitter.com/LeeleshS/status/813373645062098944,,,
AAPVed,2016-12-26 18:48,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373374030287E+017,https://twitter.com/AAPVed/status/813373374030286849,,,
Shambhu05,2016-12-26 18:48,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373334595469E+017,https://twitter.com/Shambhu05/status/813373334595469313,,,
rais_chaudhary,2016-12-26 18:48,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373334025073E+017,https://twitter.com/rais_chaudhary/status/813373334025072641,,,
KishanA78994223,2016-12-26 18:48,0,0,Kejriwal की राजनीति की दुकान सिर्फ मोदीजी को गाली देने से ही चलती है जिस दिन वो मोदीजी की बुराई करना बंद कर देगा चंदा मिलना बंद हो जाएगा,,,,8.13373301401784E+017,https://twitter.com/KishanA78994223/status/813373301401784320,,,
astrotrue,2016-12-26 18:47,0,0,"@LRC_NDTV @ndtv Cong lost UP Rahul belittle CM candidate of Cong with help of kejriwal , mulayam kicked him refusing alliance na Ghar ke.....",,@LRC_NDTV @ndtv,,8.13373169834676E+017,https://twitter.com/astrotrue/status/813373169834676224,,,
Satishbindalya1,2016-12-26 18:47,0,0,"@ashu3page @ArvindKejriwal : Look at desperation of AAP. They now started to demean & disgrace even Anna ji, the original maker of Kejriwal ?",,@ashu3page @ArvindKejriwal,,8.13373123999531E+017,https://twitter.com/Satishbindalya1/status/813373123999531008,,,
vinit1216,2016-12-26 18:47,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13373116563001E+017,https://twitter.com/vinit1216/status/813373116563001345,,,
SouleFacts,2016-12-26 18:47,162,93,Arvind Kejriwal & AAP Inducted a Rapist who chopped off the limbs of a Dalit farmer & Raped farmer's Daughter. pic.twitter.com/VqEJxasbn6,,,,8.13373046648144E+017,https://twitter.com/SouleFacts/status/813373046648143872,,,
ashokchhangani,2016-12-26 18:46,0,0,@avinashkalla @BhanupratapsTOI Nobody takes him RG seriously. He is trying to be another Kejriwal .,,@avinashkalla @BhanupratapsTOI,,8.1337285475439E+017,https://twitter.com/ashokchhangani/status/813372854754390018,,,
shyamlee_r,2016-12-26 18:46,0,0,"@LRC_NDTV @ndtv But even she knows, Jab Kejriwal kuchh nahi kar paya to Rahul kya kar lega?? :-)",,@LRC_NDTV @ndtv,,8.13372838182789E+017,https://twitter.com/shyamlee_r/status/813372838182789121,,,
AAPforIndians,2016-12-26 18:46,1,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp https:// twitter.com/AAPInNews/stat us/813372691180900352 …,,,#kejriwal #mp,8.13372812576588E+017,https://twitter.com/AAPforIndians/status/813372812576587776,,,
Priyad_01,2016-12-26 18:46,0,0,AAP In News is out! Read it here:- http:// paper.li/AAPInNews/1411 996523?edition_id=612187c0-cb6d-11e6-992b-0cc47a0d15fd … #kejriwal #mp,,,#kejriwal #mp,8.13372809955209E+017,https://twitter.com/Priyad_01/status/813372809955209216,,,
vik21_yadav,2016-12-26 18:44,0,1,We the people of Delhi voted 2 Our Arvind Kejriwal ji. We have right 2 demand or ask anything 4m our beloved Leader. #NoListNoDonation https:// twitter.com/vik21_yadav/st atus/813368043979952128 …,,,#NoListNoDonation,8.1337238651068E+017,https://twitter.com/vik21_yadav/status/813372386510680064,,,
imtiyazpariyani,2016-12-26 18:41,0,0,@DEEPCHOUDHRY12 @IndianExpress najeeb has been acting on bjps orders n not letting kejriwal work bringing hurdles on every step,,@DEEPCHOUDHRY12 @IndianExpress,,8.13371730831937E+017,https://twitter.com/imtiyazpariyani/status/813371730831937536,,,
dinesh_dhamrait,2016-12-26 18:41,0,0,RajatSharma’s show had totally manufactured crowds.Would behave in a certain way when Kejriwal came to Aap Ki Adalat http:// ln.is/jantakareporte r.com/3qYiu …,,,,8.13371587604939E+017,https://twitter.com/dinesh_dhamrait/status/813371587604938752,,,
AKMTUTER,2016-12-26 18:41,0,0,RAHUL & KEJRIWAL ARE VYING WITH EACH OTHER IN CARRYING THE THEATRE OF THE ABSURD TO THE LUDICROUS NADIR&ITS GETTING EVEN MORE WORSE DAILY,,,,8.13371575911084E+017,https://twitter.com/AKMTUTER/status/813371575911084032,,,
VasantMarket,2016-12-26 18:37,0,0,"@meamabhishek Bhai Mishra,Yaar itna bhi mat giro yaar.Theekh hai tu ne Kejriwal se paise lekar tere karze chokayein honge.Par bas yaar.",,@meamabhishek,,8.1337060445157E+017,https://twitter.com/VasantMarket/status/813370604451569664,,,
proudindian1972,2016-12-26 18:36,0,0,@SwatiJaiHind @SouleFacts R gossips about u & Kejriwal true?,,@SwatiJaiHind @SouleFacts,,8.13370445336433E+017,https://twitter.com/proudindian1972/status/813370445336432641,,,
vik21_yadav,2016-12-26 18:35,5,3,"Sir, We the people of Delhi voted 2 Our Arvind Kejriwal ji. We have right 2 demand or ask anything 4m our beloved Leader. #NoListNoDonation https:// twitter.com/Afzza_00/statu s/813366761307389952 …",,,#NoListNoDonation,8.13370264738087E+017,https://twitter.com/vik21_yadav/status/813370264738086912,,,
22sudhirsingh,2016-12-26 18:35,0,0,@OfficeOfRG jitna tum desh ko loot chuke ho utna yha kejriwal delhi ko loot rha hai...,,@OfficeOfRG,,8.13370190880608E+017,https://twitter.com/22sudhirsingh/status/813370190880608256,,,
iketansinha,2016-12-26 18:34,0,0,@IndianExpress @ArvindKejriwal Arvind Kejriwal RT chor chor mushere bhai,,@IndianExpress @ArvindKejriwal,,8.13369927889461E+017,https://twitter.com/iketansinha/status/813369927889461249,,,
shyamsharma03,2016-12-26 18:31,0,0,@IndianExpress @ArvindKejriwal #CHARACHOR Speaks... Really Heart Touching... Feeling Blessed not to vote Kejriwal on Delhi Poll.,,@IndianExpress @ArvindKejriwal,#CHARACHOR,8.13369175074742E+017,https://twitter.com/shyamsharma03/status/813369175074742277,,,
Surinde30057464,2016-12-26 18:30,0,0,KEJRIWAL KE HAIN. PLEASE LOTA DO. WOH BECHARA PAGAL SA GHOOM RAHA HAI https:// twitter.com/KeshavKarn11/s tatus/813247037449916416 …,,,,8.13368938180448E+017,https://twitter.com/Surinde30057464/status/813368938180448256,,,
simran100kaur1,2016-12-26 18:29,50,17,Kejriwal : - Whom I going to blame now? #AAPNotPunjab Delhi: - Waiting whom I going to blame next? #AAPNotPunjab pic.twitter.com/9bCSSjQYOT,,,#AAPNotPunjab #AAPNotPunjab,8.13368644830757E+017,https://twitter.com/simran100kaur1/status/813368644830756864,,,
RohitkrSh,2016-12-26 18:27,20,9,This @RenukaJain6 suffering frm kejriwal syndrome takes SS reacts on every tweet even if her name nt mentioned is she here to create rift pic.twitter.com/qHpRnjBxoq,,@RenukaJain6,,8.13368131477504E+017,https://twitter.com/RohitkrSh/status/813368131477504000,,,
vik21_yadav,2016-12-26 18:27,11,20,"Arvind Kejriwal Ji, You have still time to Show your Donors List on Website again Otherwise People will Spoil your Future #NoListNoDonation pic.twitter.com/jzRa5u4lwx",,,#NoListNoDonation,8.13368043979952E+017,https://twitter.com/vik21_yadav/status/813368043979952128,,,
Damien2Face,2016-12-26 18:26,0,0,@ippatel Amen. We can just hope that after losing faith on humanity by Kejriwal 's theatrics .,,@ippatel,,8.13367960920322E+017,https://twitter.com/Damien2Face/status/813367960920322052,,,
chiragpatel0055,2016-12-26 18:25,0,2,Aam admy party V/s Swaraj India Arvind kejriwal V/s Yogendra yadav https:// twitter.com/_SwarajIndia/s tatus/813275602111197184 …,,,,8.13367555502899E+017,https://twitter.com/chiragpatel0055/status/813367555502899200,,,
suresh_lal,2016-12-26 18:20,0,0,"@IndianExpress How can a person who earns money for Kejriwal and AAP ,( actually PAAP) party) be corrupt? Right Kejriwalji?",,@IndianExpress,,8.13366467571765E+017,https://twitter.com/suresh_lal/status/813366467571765248,,,
galat_fehmi,2016-12-26 18:18,0,1,@iManiish nope hate cats more than I hate Kejriwal,,@iManiish,,8.13365941945803E+017,https://twitter.com/galat_fehmi/status/813365941945802752,,,
_vasudevan43,2016-12-26 18:17,0,0,@AbhayDubey_ @ArvindKejriwal BJP never turned .. Its Anna's realization about Kejriwal,,@AbhayDubey_ @ArvindKejriwal,,8.13365544850076E+017,https://twitter.com/_vasudevan43/status/813365544850075648,,,
BharatBhavisha,2016-12-26 18:16,0,0,"@IndianExpress @ArvindKejriwal Kejriwal in bed with chara chor, Kejriwal CD available with Lalu making his ration card",,@IndianExpress @ArvindKejriwal,,8.13365408153633E+017,https://twitter.com/BharatBhavisha/status/813365408153632768,,,
suresh_lal,2016-12-26 18:16,0,0,@abpnewshindi Corrupt Kejriwal correctly choosen a corrupt person as CM candidate for His. Becoz only corrupt person can earn money for him.,,@abpnewshindi,,8.13365263672316E+017,https://twitter.com/suresh_lal/status/813365263672315904,,,
frudo71,2016-12-26 18:15,0,0,#AapkaPaisa @ArvindKejriwal psychopath n coward kejriwal .. as usual running away like a dog with tail between legs..supporter of chara chor,,@ArvindKejriwal,#AapkaPaisa,8.13365123238629E+017,https://twitter.com/frudo71/status/813365123238629376,,,
s_cartoons,2016-12-26 18:14,1,1,"Manager asked ""What's the deal?"" in office meeting. Must be RW'er eff'ed by Kejriwal 's tweets and wanted to do gaali-galaunch.",,,,8.13364906787369E+017,https://twitter.com/s_cartoons/status/813364906787368960,,,
ankitlul,2016-12-26 18:14,0,0,@sunnygupta_IND @imIshwan beta 2019 mai kejriwal PM hoga aur tumhara feku Parliament mai chai bechega,,@sunnygupta_IND @imIshwan,,8.1336486414821E+017,https://twitter.com/ankitlul/status/813364864148209665,,,
iamvivekks,2016-12-26 18:14,0,0,"@IndianExpress Kejriwal Babu ke Ye din aa gaye, Chara chor ke tweets RT karte fir rhe hai.",,@IndianExpress,,8.13364773702074E+017,https://twitter.com/iamvivekks/status/813364773702074368,,,
vijay_rajan,2016-12-26 18:14,0,1,Unlike you I don't need money & neither does Dr Swamy. Your Kejriwal & his patron Sonia need loads of money https:// twitter.com/feku_1/status/ 813364458617794561 …,,,,8.13364760901141E+017,https://twitter.com/vijay_rajan/status/813364760901140480,,,
dgaurr148,2016-12-26 18:13,0,0,"The dish of lies #Presstitutes , Pappu , Kejriwal & leftlibs serving to the nation ... pic.twitter.com/dyNYNNP9Im",,,#Presstitutes,8.13364647696839E+017,https://twitter.com/dgaurr148/status/813364647696838656,,,
abhipar23,2016-12-26 18:13,0,0,"@ashu3page @ArvindKejriwal harami doob mar , Kejriwal agar mooh se roti khata hai to yad kar tune kya kaha tha .",,@ashu3page @ArvindKejriwal,,8.1336456505242E+017,https://twitter.com/abhipar23/status/813364565052420097,,,
Entertainment4D,2016-12-26 18:13,1,0,KEJRIWAL FUNNY VIDEO || NOTE BANDI SCAM MODI JI BHARAT BAND AKROSH DIWAS: http:// youtu.be/DCSXBMn049c?a via @YouTube,,@YouTube,,8.1336454280158E+017,https://twitter.com/Entertainment4D/status/813364542801580032,,,
Entertainment4D,2016-12-26 18:13,0,0,Arvind Kejriwal latest funny video ••must watch YouTube: http:// youtu.be/GUfSuzWvn_s?a via @YouTube,,@YouTube,,8.13364534027158E+017,https://twitter.com/Entertainment4D/status/813364534027157504,,,
_Jeetu_mp,2016-12-26 18:11,0,0,@ashu3page @ArvindKejriwal what r u trying to say? Anna is wrong?? Kejriwal ji u RT this!?? Seriously,,@ashu3page @ArvindKejriwal,,8.13364226177823E+017,https://twitter.com/_Jeetu_mp/status/813364226177822720,,,
frudo71,2016-12-26 18:11,0,0,#AapkaPaisa @ArvindKejriwal kejriwal 's lies busted. he has no balls to answer Anna and Yadav,,@ArvindKejriwal,#AapkaPaisa,8.13364212374323E+017,https://twitter.com/frudo71/status/813364212374323200,,,
nirwamehta,2016-12-26 18:11,0,4,"Got chased by pigs in Delhi. Kejriwal , pls resign.",,,,8.13364100185014E+017,https://twitter.com/nirwamehta/status/813364100185014274,,,
impolitic,2016-12-26 18:09,0,0,Poor Kejri can't catch a break: Goa Election 2017: Arvind Kejriwal CM candidate Elvis Gomes being victimised by BJP. http:// google.com/newsstand/s/CB Iw-tzkvjI …,,,,8.13363553969193E+017,https://twitter.com/impolitic/status/813363553969192961,,,
newsatire,2016-12-26 18:09,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP http://www. firstpost.com/politics/goa-e lection-2017-arvind-kejriwal-alleges-cm-candidate-elvis-gomes-being-victimised-by-bjp-3174400.html …,,,,8.13363487955153E+017,https://twitter.com/newsatire/status/813363487955152896,,,
krishan4356,2016-12-26 18:07,0,0,"@ashu3page @ArvindKejriwal now Kejriwal & gang will question Anna Hazare, Kejriwal stoops to another level , total fraud Kejriwal",,@ashu3page @ArvindKejriwal,,8.13363204382298E+017,https://twitter.com/krishan4356/status/813363204382298113,,,
NIZAMUDDIN404,2016-12-26 18:05,0,0,Dirty Picture of Politics: Modi v/s Kejriwal Exposed https:// youtu.be/2GsWq97msO0 via @YouTube,,@YouTube,,8.13362630588891E+017,https://twitter.com/NIZAMUDDIN404/status/813362630588891136,,,
BhanuPr83723459,2016-12-26 18:05,0,0,Doston.Aap RahuL Gandhi ji - Kejriwal And Pm Modi mai Se Kisko Achha Leader Maante ho..,,,,8.13362559596249E+017,https://twitter.com/BhanuPr83723459/status/813362559596249088,,,
BeLogicalPlz,2016-12-26 18:05,0,0,@Being_Humor @MPPoliceOnline @PMOIndia Kejriwal ke order pe ho raha hai.,,@Being_Humor @MPPoliceOnline @PMOIndia,,8.13362553224974E+017,https://twitter.com/BeLogicalPlz/status/813362553224974337,,,
GudDwivik,2016-12-26 18:04,0,0,@myvotetoday same poll on kejriwal also,,@myvotetoday,,8.13362407196082E+017,https://twitter.com/GudDwivik/status/813362407196082176,,,
30SecFact,2016-12-26 18:04,0,0,Arvind Kejriwal opposes tax exemption for Political Party ! Aam Aadmi Party latest video: http:// youtu.be/DRaOMYNNIhg?a via @YouTube,,@YouTube,,8.13362229970137E+017,https://twitter.com/30SecFact/status/813362229970137088,,,
myvotetoday,2016-12-26 18:03,7,22,". #Kejriwal is upset his lies were exposed. #AAP 'S very own party-workers have testified him as ""for sale"". Can we trust him? #ChopperGate pic.twitter.com/ZXdGGdUa6s",,,#Kejriwal #AAP #ChopperGate,8.1336221601563E+017,https://twitter.com/myvotetoday/status/813362216015630336,,,
rahulrnjn92,2016-12-26 18:03,0,0,@TheRahulMahajan this is a racist comment .it shows kejriwal thinks black dogs are worse than other dogs.He should 've said dogs only,,@TheRahulMahajan,,8.13362144154624E+017,https://twitter.com/rahulrnjn92/status/813362144154624000,,,
Aaditya_iv,2016-12-26 18:03,0,0,Anna Hazare to Arvind Kejriwal : Walk the talk on party funding http:// toi.in/xWHLlb33 via @timesofindia,,@timesofindia,,8.13362088886186E+017,https://twitter.com/Aaditya_iv/status/813362088886185984,,,
NewsStoryIndia,2016-12-26 18:01,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP - Firstpost http:// ow.ly/qC4a507Vl2V,,,,8.1336161867545E+017,https://twitter.com/NewsStoryIndia/status/813361618675449860,,,
iVoteForBest,2016-12-26 18:01,0,0,#ModiMinistry Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP - Firstp… http:// ift.tt/2ijpKWo,,,#ModiMinistry,8.13361611461235E+017,https://twitter.com/iVoteForBest/status/813361611461234689,,,
choeku_jack,2016-12-26 18:01,0,0,Goa Election 2017: Arvind Kejriwal alleges CM candidate Elvis Gomes being victimised by BJP… https:// goo.gl/fb/goq6bi,,,,8.13361563813941E+017,https://twitter.com/choeku_jack/status/813361563813941248,,,
vineeshvc,2016-12-26 18:00,0,0,Retweeted Arvind Kejriwal ( @ArvindKejriwal ): Sheila ji saying that docs presented by Rahul Gandhi fake?... http:// fb.me/4iU1ASbJi,,@ArvindKejriwal,,8.13361413674729E+017,https://twitter.com/vineeshvc/status/813361413674729473,,,
vineeshvc,2016-12-26 17:59,0,0,Retweeted Arvind Kejriwal ( @ArvindKejriwal ): People of Goa will give a befitting reply to BJP these elections.... http:// fb.me/7rPDHJYkW,,@ArvindKejriwal,,8.13361036527075E+017,https://twitter.com/vineeshvc/status/813361036527075328,,,
kktitu1224,2016-12-26 17:58,0,0,"#AAP #PUNJABAAP #CONGRESS @AAJTAK #NDTV #INDIATODAY #KEJRIWAL #SISODIA #RSS #BJP दुश्मनो को वोट दिया, दुश्मनो की फिल्मे देखी जब घर उजड़ गया. pic.twitter.com/SOhCx2Lrij",,@AAJTAK,#AAP #PUNJABAAP #CONGRESS #NDTV #INDIATODAY #KEJRIWAL #SISODIA #RSS #BJP,8.13360770151018E+017,https://twitter.com/kktitu1224/status/813360770151018496,,,
vm_bhasker,2016-12-26 17:56,0,0,"@meamabhishek Chutiye, there are some rules to be followed as a PM. Tu chutiyapa bandh kar aur Kejriwal ki gaand chaat.",,@meamabhishek,,8.13360448313491E+017,https://twitter.com/vm_bhasker/status/813360448313491456,,,
Dhananj23120360,2016-12-26 17:53,0,6,@ashu3page @ArvindKejriwal Anna G ko kejriwal g use kiye hai,,@ashu3page @ArvindKejriwal,,8.13359700829827E+017,https://twitter.com/Dhananj23120360/status/813359700829827073,,,
bsmajithia,2016-12-26 17:52,224,73,Capt. Amarinder Singh is incapable of harming me as I have truth on my side. Kejriwal & his coterie is suffering from Majithia phobia too. pic.twitter.com/bhSXLtENgP,,,,8.13359381802668E+017,https://twitter.com/bsmajithia/status/813359381802668033,,,
